"colpaz6a","q1tb","r6","r15","r16","r18","coll1","edr","q2","colwc10","prov1t","ur1new"
NA,"Women",1,1,1,1,4,3,38,2,800018,1
2,"Women",0,1,0,1,NA,1,74,2,800020,1
NA,"Men",1,1,1,1,NA,3,78,NA,800001,1
NA,"Women",0,0,1,0,NA,1,53,NA,800001,4
1,"Men",1,1,1,1,5,3,48,1,800001,1
NA,"Women",1,0,0,0,5,0,63,1,800001,4
1,"Men",1,0,1,1,NA,2,56,2,800003,1
1,"Women",1,0,0,1,NA,2,53,2,800003,1
NA,"Women",0,0,0,1,NA,1,32,NA,NA,4
2,"Men",0,0,1,0,NA,0,57,1,800003,1
NA,"Women",1,1,1,1,NA,3,57,NA,800003,1
1,"Women",0,0,0,1,NA,2,38,1,800021,3
NA,"Women",0,0,0,0,NA,2,38,NA,800023,4
NA,"Women",0,0,0,1,NA,3,53,NA,800009,4
NA,"Women",0,0,0,1,NA,1,36,NA,800004,3
NA,"Men",0,0,0,1,NA,3,35,NA,800004,4
NA,"Men",0,0,0,0,NA,1,56,NA,800026,3
NA,"Women",1,0,1,0,NA,2,55,NA,800003,1
1,"Women",0,0,0,1,NA,2,31,2,800018,1
1,"Men",1,1,0,1,2,3,57,2,800011,4
1,"Women",1,1,1,1,1,3,50,2,800003,1
1,"Women",1,1,1,1,NA,3,37,1,800021,1
1,"Men",1,1,1,1,NA,3,32,2,800011,2
NA,"Women",1,0,0,1,NA,3,45,NA,800001,3
2,"Men",1,1,1,1,1,3,47,1,800010,1
2,"Women",1,1,1,1,3,3,20,2,800021,1
NA,"Women",1,1,1,1,NA,3,43,NA,800018,1
NA,"Men",0,0,1,0,NA,2,54,NA,800024,4
NA,"Men",1,1,1,1,NA,3,25,NA,800003,1
NA,"Men",1,1,1,1,NA,3,59,NA,800006,1
NA,"Men",1,1,1,1,NA,3,59,NA,800024,1
NA,"Men",1,1,1,1,NA,2,34,NA,800003,1
NA,"Women",1,1,1,1,NA,3,23,NA,800003,1
1,"Women",1,0,0,1,5,2,53,2,800004,1
1,"Men",1,1,1,1,2,3,36,2,800003,1
2,"Men",1,1,1,1,NA,2,59,2,800024,1
NA,"Women",0,0,0,0,NA,2,20,NA,800018,4
NA,"Men",0,0,0,1,NA,1,37,NA,800011,4
1,"Men",0,0,0,1,5,3,24,1,800001,4
NA,"Women",0,0,0,1,NA,1,48,NA,800005,4
2,"Women",1,0,0,0,1,1,56,1,800003,1
1,"Women",1,0,1,1,5,1,34,1,800001,4
NA,"Men",1,1,1,1,NA,3,56,NA,800020,2
NA,"Men",1,1,1,1,NA,3,32,NA,800017,1
2,"Women",1,0,1,0,NA,3,38,1,800001,3
NA,"Men",1,0,1,1,NA,2,43,NA,800015,3
NA,"Women",0,0,1,1,NA,2,32,NA,800004,3
2,"Women",0,0,1,0,2,1,42,2,800024,1
1,"Women",1,1,1,1,NA,3,40,2,800011,2
1,"Women",1,0,0,0,NA,1,73,2,800023,4
NA,"Women",0,0,1,0,NA,1,50,1,800025,4
NA,"Men",0,0,1,1,NA,3,43,NA,800015,4
1,"Men",1,1,1,1,4,3,28,2,800003,1
1,"Women",1,1,0,1,NA,3,43,1,800024,1
NA,"Men",1,0,1,0,NA,1,56,NA,800001,4
NA,"Women",1,0,0,1,NA,2,35,NA,800025,3
NA,"Women",1,1,1,1,NA,2,18,NA,800021,1
1,"Women",1,1,1,1,NA,3,53,2,800018,1
NA,"Women",1,1,1,1,NA,3,23,NA,800004,3
NA,"Women",1,1,1,1,NA,3,45,NA,800020,1
1,"Men",1,1,1,1,NA,2,43,2,800003,1
NA,"Men",1,0,1,1,NA,3,35,NA,800015,1
NA,"Women",1,1,1,1,NA,3,44,NA,800023,1
NA,"Men",1,0,1,1,NA,2,36,NA,800003,1
NA,"Women",1,1,1,1,NA,3,33,NA,800003,1
NA,"Women",1,1,1,1,NA,3,38,NA,800003,1
NA,"Women",0,1,1,1,NA,2,50,NA,800005,4
NA,"Women",1,0,1,1,NA,3,41,NA,800012,3
NA,"Men",1,0,1,1,NA,3,33,NA,800023,1
1,"Women",1,1,0,1,5,3,32,2,800003,1
NA,"Women",1,0,1,1,NA,3,19,NA,800023,1
1,"Men",1,1,1,1,3,3,52,2,800001,2
NA,"Men",1,1,1,1,NA,2,35,NA,800019,1
2,"Men",1,1,1,1,3,2,31,2,800023,4
NA,"Women",0,0,0,0,NA,3,19,NA,800001,3
1,"Women",1,0,1,1,NA,1,30,2,800001,3
NA,"Women",0,0,1,1,NA,3,36,NA,800001,3
NA,"Women",0,1,1,1,NA,3,37,NA,800002,1
2,"Women",0,0,0,1,1,3,32,2,800018,1
1,"Women",1,1,1,1,4,3,30,2,800004,1
NA,"Men",1,1,0,1,NA,2,20,NA,800013,3
1,"Men",1,1,0,1,5,3,57,1,800002,1
1,"Women",1,0,1,1,2,3,45,1,800004,1
NA,"Women",0,0,0,0,NA,0,38,NA,800018,4
NA,"Women",1,0,0,1,NA,3,34,NA,800002,1
NA,"Women",0,0,0,0,NA,2,57,NA,800013,4
1,"Men",1,0,1,0,NA,2,65,2,800017,3
2,"Women",0,0,1,0,5,0,42,2,800019,4
